	File.Name	Valence	Arousal	Dominance	StdDev.Valenence	StdDev.Arousal	StdDev.Dominance	Tokens	Alphabetic.Token	Non.Stopword.Tokens	Recognized.Tokens	NumberCount	DTAClass	DTASubClass	year	pubPlaces	publisher	scaled.valence	scaled.arousal	scaled.dominance
239	fontane_irrungen_1888	0.36809	-0.10947	0.33394	0.70265	0.65236	0.78517	63449	51761	51761	39305	62	Belletristik	Roman	1888	Leipzig	Barthol	-0.394813756305827	0.570660502920094	1.34763502985911
240	fontane_stechlin_1899	0.35825	-0.09695	0.31883	0.69207	0.63202	0.75688	155443	125732	125732	95037	46	Belletristik	Roman	1899	Berlin	Seemann	-0.490001712119418	0.663638919625608	1.17663472275033
241	fontane_wuthenow_1883	0.39046	-0.13269	0.305	0.72522	0.64657	0.75767	51083	42014	42014	30555	34	Belletristik	Roman	1883	Leipzig	Waisenhaus	-0.178415933993831	0.398219701330473	1.02012021266995
242	forster_niederrhein01_1791	0.56288	-0.28814	0.28483	0.82002	0.69617	0.75414	69583	60226	60226	41697	35	Fachtext	Geographie	1791	Berlin	Krusicke	1.48950147874798	-0.756212796822262	0.791855739183248
243	forster_niederrhein02_1791	0.5908	-0.30968	0.27241	0.82565	0.69131	0.75948	72970	63669	63669	42811	50	Fachtext	Geographie	1791	Berlin	Wigand	1.7595876297963	-0.916177261345967	0.65129823989198
244	forster_niederrhein03_1794	0.59985	-0.34853	0.28826	0.82708	0.68939	0.76606	63697	54106	54106	36012	270	Fachtext	Geographie	1794	Berlin	Krieger	1.84713346314112	-1.20469255599527	0.830673148407809
245	forster_reise01_1778	0.3674	-0.20984	0.17841	0.78971	0.63466	0.63696	192931	166702	166702	120661	816	Fachtext	Geographie	1778	Berlin	Engelhorn	-0.401488521500072	-0.174726372857263	-0.412502479381707
246	forster_reise02_1780	0.4769	-0.30947	0.26855	0.81258	0.69718	0.74941	191775	164186	164186	118741	807	Fachtext	Geographie	1780	Berlin	Huth	0.657767694108492	-0.914617719212728	0.607614508228188
247	fouque_frauen_1826	0.50557	-0.36848	0.31447	0.82202	0.72105	0.70784	44450	37975	37975	26975	1	Gebrauchsliteratur	Handbuch	1826	Berlin	Veit	0.935109024715775	-1.35284905865302	1.12729247662231
248	fouque_geselligkeit_1814	0.47585	-0.32808	0.27583	0.82359	0.70293	0.71719	5848	5087	5087	3288	1	Gebrauchsliteratur	Gesellschaft	1814	Berlin	Krieger	0.647610442725944	-1.05282285778219	0.690002478827257
249	fouque_undine_1811	0.49735	-0.29135	0.31727	0.8498	0.7528	0.74586	32292	27452	27452	20638	3	Belletristik	Prosa	1811	Berlin	Groß	0.855592256749544	-0.780051512287494	1.15898015762195
250	francois_reckenburgerin01_1871	0.43881	-0.16898	0.28101	0.73011	0.64252	0.74468	54934	46538	46538	31946	44	Belletristik	Roman	1871	Berlin	Hirzel	0.289301308240636	0.128715967924473	0.748624688676593
251	francois_reckenburgerin02_1871	0.4185	-0.11742	0.26088	0.74604	0.67095	0.74964	54828	46119	46119	32010	56	Belletristik	Roman	1871	Berlin	Waysenhaus	0.0928310457839242	0.511620693590314	0.520812896347026
252	frapan_bittersuess_1891	0.36144	-0.07578	0.28928	0.72136	0.68531	0.78413	63367	51274	51274	38778	20	Belletristik	Prosa	1891	Berlin	Hartknoch	-0.459143015061963	0.820855619438367	0.842216517914821
253	frauenfeld_vogelschutzgesetz_1871	0.37248	-0.19237	0.23515	0.7653	0.57837	0.73358	3568	3146	3146	2000	3	Gebrauchsliteratur	Verordnung	1871	Wien	Gräff	-0.352346771954031	-0.0449873201539609	0.229625742018176
254	frege_sinn_1892	0.32245	-0.20875	0.24873	0.67162	0.52679	0.64564	12167	9971	9971	6558	220	Fachtext	Philosophie	1892	Leipzig	Walther	-0.836315616400574	-0.166631606546639	0.383310994866438
255	freiligrath_caira_1846	0.4071	-0.24371	0.13092	0.80112	0.7212	0.7568	3449	2777	2777	1836	7	Belletristik	Lyrik	1846	Herisau	Barthol	-0.0174476835123095	-0.426258239775456	-0.949948183193488
256	frentzel_schauplatz_1744	0.37693	-0.14975	0.06569	0.77069	0.6632	0.6941	63487	52004	52004	32568	2477	Fachtext	Geographie	1744	Bautzen;Leipzig	Fritsch	-0.309299373237519	0.271525468982543	-1.68815798019586
257	friderich_edict_1697	0.32041	0.05535	0.21593	0.77532	0.71986	0.65389	1170	990	990	611	2	Gebrauchsliteratur	Verordnung	1697	Halberstadt	s. e.	-0.856049704800953	1.79467828577975	0.0121124460134921
258	friderich_klage_1700	0.28916	0.02636	0.15095	0.77327	0.69378	0.62057	570	473	473	276	3	Gebrauchsliteratur	Verordnung	1700	Halberstadt	Cuno	-1.15834885309107	1.5793872074816	-0.723268093756765
259	friderich_umstreiner_1698	0.17258	0.03831	0.1755	0.81212	0.74539	0.69088	577	475	475	296	1	Gebrauchsliteratur	Verordnung	1698	Ansbach	Trewendt & Granier	-2.28609396373624	1.66813258125404	-0.445435033563478
260	friedrich_literatur_1780	0.49537	-0.17019	0.31057	0.84855	0.69817	0.76602	14225	12274	12274	9150	2	Fachtext	Philologie	1780	Berlin	Kloß	0.836438582713882	0.119730034680569	1.08315606380138
261	friedrich_publicum01_1753	0.34033	-0.04553	0.21348	0.79807	0.6022	0.62313	1358	1148	1148	904	2	Fachtext	Sprachwissenschaft	1753	Berlin	Mallinckrodt	-0.663352135714902	1.04550395053596	-0.0156142748611946
262	friedrich_publicum03_1753	0.37808	0.00431	0.23841	0.95401	0.74798	0.64942	944	804	804	568	1	Fachtext	Sprachwissenschaft	1753	Berlin	s. e.	-0.298174764580442	1.41563528349146	0.266519256324902
263	froelich_virginia01_1820	0.51922	-0.2414	0.32107	0.85183	0.75283	0.75195	40484	34379	34379	25268	6	Belletristik	Roman	1820	Berlin	Dümmler	1.0671532926889	-0.409103276309822	1.20198486755004
264	froelich_virginia02_1820	0.55246	-0.33679	0.32979	0.82602	0.72186	0.73	27238	23133	23133	16746	19	Belletristik	Roman	1820	Berlin	Hoffmann und Campe	1.38870285074213	-1.11750672435607	1.30066935980607
265	fuechsel_entwurf_1773	0.38667	-0.1632	0.1896	0.79329	0.56876	0.604	46755	38862	38862	29615	460	Fachtext	Sprachwissenschaft	1773	Frankfurt;Leipzig	Herre	-0.215078774698455	0.171640508544111	-0.285864925672425
266	fuhlrott_neanderthaler_1865	0.36261	-0.19703	0.10849	0.77855	0.59535	0.6895	20434	17986	17986	11872	160	Fachtext	Biologie	1865	Duisburg	s. e.	-0.447824934949981	-0.0795943027296556	-1.20378914205848
267	gabelentz_ostasiatische_1881	0.45442	-0.19434	0.33241	0.7172	0.56173	0.67037	6505	5689	5689	3929	13	Fachtext	Sprachwissenschaft	1881	Leipzig	s. e.	0.440305778794515	-0.0596173106419692	1.33031997559859
268	gall_untersuchungen_1791	0.41825	-0.2027	0.19076	0.93486	0.76522	0.84743	180553	153025	153025	105813	660	Fachtext	Medizin	1791	Wien	Realschulbuchhandlung	0.0904126525976036	-0.121701940327121	-0.27273717211543
269	ganswindt_faerberei_1889	0.37147	-0.38551	0.30829	0.69061	0.57063	0.70573	286368	238273	238273	145662	5110	Fachtext	Technik	1889	Weimar	Perthes und Besser	-0.362117080426767	-1.47932049926763	1.05735323784453
270	garve_sammlung_1779	0.4109	-0.13414	0.21017	0.80741	0.58575	0.60726	79956	69125	69125	52161	52	Fachtext	Philologie	1779	Leipzig	Arnold	0.0193118929197682	0.38745143422001	-0.0530736406143426
271	gauss_lehrsaetze_1840	0.19251	-0.19054	0.01031	0.74759	0.60536	0.65779	15432	12689	12689	8604	188	Fachtext	Mathematik	1840	Leipzig	Diederichs	-2.09329965892274	-0.0313970244214454	-2.31489504225306
272	gauss_theoria_1831	0.43902	-0.47544	0.26845	0.75704	0.62842	0.67158	4046	3332	3332	2297	112	Fachtext	Mathematik	1831	Göttingen	Fellgiebel	0.291332758517146	-2.14717585184965	0.606482805335344
273	geise_corpus_1703	0.13085	0.10261	0.10476	0.83048	0.76686	0.75669	426778	342256	342256	209933	9561	Fachtext	Recht	1703	Hannover	Hoffmann und Campe	-2.68977215439693	2.14564952966974	-1.24600165996157
274	gellert_leben01_1747	0.35867	0.02745	0.25364	0.81278	0.6208	0.7094	23681	20264	20264	16297	1	Belletristik	Prosa	1747	Leipzig	Teubner	-0.485938811566399	1.58748197379222	0.438877606905095
275	gellert_leben02_1748	0.37484	-0.0044	0.22214	0.79456	0.61876	0.68139	32678	28073	28073	22662	1	Belletristik	Prosa	1748	Leipzig	Hartknoch	-0.329517140275162	1.35095141691757	0.082391195659126
276	genee_fledermaus_1874	0.28392	0.07713	0.19962	0.72691	0.69803	0.79186	7800	5624	5624	3868	43	Belletristik	Drama	1874	Wien	Janke	-1.20903837427635	1.95642508417002	-0.172468295809421
277	george_algabal_1892	0.47899	-0.15369	0.14629	0.82685	0.7837	0.86123	2015	1952	1952	1238	1	Belletristik	Lyrik	1892	Lüttich;Paris	Janke	0.677985461146135	0.242265488006527	-0.776005448563312
278	george_seele_1897	0.45214	-0.13885	0.11985	0.81418	0.76696	0.90885	7120	6860	6860	4771	0	Belletristik	Lyrik	1897	Berlin	Meidinger	0.418250032935268	0.352473132088782	-1.07522769343136
279	gerber_staatsrecht_1865	0.28077	-0.0951	0.0672	0.76303	0.58961	0.67169	58056	49508	49508	30951	598	Fachtext	Recht	1865	Leipzig	Duncker und Humblot	-1.239510128424	0.677377743180337	-1.67106926651391
280	gercke_torpedowaffe_1898	0.36394	-0.29159	0.24755	0.73113	0.56654	0.70461	35453	30221	30221	20115	433	Fachtext	Militär	1898	Berlin	Kümmel	-0.434959083198754	-0.781833846154054	0.369956900730875
281	gerstner_baukunst_1789	0.46483	-0.29392	0.22347	0.80617	0.62304	0.71596	8093	6556	6556	4491	93	Fachtext	Technik	1789	Prag	Hertz	0.541007671072918	-0.799137337441901	0.0974428441339558
282	gerstner_mechanik01_1831	0.44965	-0.56897	0.25647	0.76545	0.61352	0.67081	340959	271031	271031	177880	9846	Fachtext	Technik	1831	Prag	s. e.	0.394162836799511	-2.84176621243006	0.47090479877259
283	gerstner_mechanik02_1832	0.46391	-0.57422	0.24747	0.7589	0.61508	0.66174	262576	213028	213028	141197	6582	Fachtext	Technik	1832	Prag	Decker	0.532107984147257	-2.88075476576105	0.369051538416599
284	gerstner_mechanik03_1834	0.47601	-0.58388	0.25037	0.75694	0.61728	0.66561	305627	242981	242981	155424	9704	Fachtext	Technik	1834	Wien	Groß	0.64915821436519	-2.95249370389006	0.401870922309085
285	gessert_schulzucht_1826	0.44887	-0.29898	0.31317	0.78347	0.69159	0.66975	13366	11817	11817	8990	11	Fachtext	Pädagogik	1826	Münster	Hirzel	0.38661745005819	-0.836714876461861	1.11258033901534
286	gessner_buchdruckerkunst01_1740	0.30794	-0.10811	0.18379	0.72203	0.64018	0.649	93666	76636	76636	50759	1130	Fachtext	Buchkunde	1740	Leipzig	Wigand	-0.976679156934641	0.580760394830597	-0.351616863746681
287	gessner_buchdruckerkunst02_1740	0.3274	-0.07571	0.16752	0.74074	0.63997	0.63789	107208	84846	84846	48930	2784	Fachtext	Buchkunde	1740	Leipzig	Cotta	-0.78843143131142	0.821375466816114	-0.535744924412457
288	gessner_buchdruckerkunst03_1741	0.3774	-0.14763	0.16106	0.73185	0.64021	0.64532	125280	103213	103213	63710	2000	Fachtext	Buchkunde	1741	Leipzig	Selbstverlag	-0.304752794047235	0.287269418137151	-0.608852931290202
289	gessner_buchdruckerkunst04_1745	0.39345	-0.13569	0.13005	0.7308	0.63647	0.62974	110496	86595	86595	44512	4418	Fachtext	Buchkunde	1745	Leipzig	Wigand	-0.149491951485432	0.375940527998481	-0.959793998361234
290	gessner_idyllen_1756	0.56461	-0.16934	0.13693	0.87727	0.695	0.73025	19642	16616	16616	11689	1	Belletristik	Prosa	1756	Zürich	Hartknoch	1.50623675959732	0.126042467124634	-0.881932839333543
291	gleditsch_abhandlungen01_1789	0.43027	-0.25637	0.26931	0.86957	0.70779	0.79105	56056	48731	48731	35919	276	Fachtext	Biologie	1789	Berlin	Hartknoch	0.206688996995913	-0.520276351236464	0.616215450213805
292	gleditsch_abhandlungen02_1789	0.43864	-0.27676	0.27817	0.88356	0.71234	0.79587	63087	54391	54391	39582	349	Fachtext	Biologie	1789	Berlin	Heyder & Zimmer	0.287656800873938	-0.671700465982905	0.716484326519814
293	gleditsch_abhandlungen03_1789	0.42198	-0.27739	0.25448	0.88701	0.71234	0.79694	67200	57673	57673	41537	425	Fachtext	Biologie	1789	Berlin	Voß	0.126495078937512	-0.676379092382623	0.448383911204988
294	gleim_versuch01_1744	0.44961	-0.00866	0.22389	0.88246	0.72787	0.77125	10726	8771	8771	6593	0	Belletristik	Lyrik	1744	Berlin	Cörner	0.3937758938897	1.31931499078614	0.102195996283902
295	gleim_versuch02_1745	0.4842	-0.06296	0.20892	0.89065	0.73227	0.74212	12583	10197	10197	7433	3	Belletristik	Lyrik	1745	Berlin	Sander	0.728384775149063	0.916061953477081	-0.0672199267748969
296	glueck_pandecten01_1790	0.36718	-0.19461	0.20472	0.8214	0.65501	0.69966	161609	135136	135136	79648	1390	Fachtext	Recht	1790	Erlangen	Richter	-0.403616707504035	-0.0616224362418484	-0.114751448274359
297	glueck_pandecten01verbesserungen_1798	0.40605	-0.23334	0.21953	0.79291	0.64959	0.71328	40828	31375	31375	17832	952	Fachtext	Recht	1798	Erlangen	Künast	-0.0276049348948573	-0.349246563957869	0.0528537501558885
298	glueck_pandecten02_1791	0.36548	-0.18675	0.19857	0.8097	0.64011	0.69032	169083	139721	139721	77483	1729	Fachtext	Recht	1791	Erlangen	Meissner	-0.420061781171017	-0.00325100211202851	-0.184351176184287
299	glueck_pandecten02verbesserungen_1800	0.40425	-0.22271	0.21217	0.81154	0.63213	0.69789	51491	41021	41021	22888	747	Fachtext	Recht	1800	Erlangen	Lorck	-0.0450173658363682	-0.27030402645151	-0.0304395827574556
300	goerres_revolution_1819	0.53098	-0.38351	0.27022	0.836	0.73646	0.70979	57096	49907	49907	34522	12	Fachtext	Gesellschaftswissenschaften	1819	Koblenz	Engelmann	1.18091450817343	-1.4644677170463	0.626513946538689
301	goerres_volksbuecher_1807	0.62494	-0.33921	0.27388	0.82715	0.70839	0.79499	67750	58255	58255	39988	203	Fachtext	Philologie	1807	Heidelberg	Gleditsch	2.08984340332029	-1.13547859084388	0.667934272416792
302	goethe_divan_1819	0.51359	-0.31394	0.32978	0.83472	0.72377	0.7325	63785	54571	54571	38142	95	Belletristik	Lyrik	1819	Stuttgart	Dorn	1.01269107813295	-0.947813687477396	1.30055618951678
303	goethe_farbenlehre01_1810	0.46949	-0.46304	0.31514	0.7726	0.71431	0.68216	136419	115741	115741	85384	1841	Fachtext	Physik	1810	Tübingen	Levysohn	0.58608652006594	-2.05508860207741	1.13487488600437
304	goethe_farbenlehre02_1810	0.46955	-0.39399	0.31779	0.78353	0.70695	0.68252	160424	137708	137708	97361	662	Fachtext	Physik	1810	Tübingen	Mäcken	0.586666934430657	-1.54229629588606	1.16486501266475
305	goethe_faust01_1808	0.52124	-0.12693	0.27566	0.80799	0.76131	0.7679	37914	30770	30770	22328	1	Belletristik	Drama	1808	Tübingen	Janke	1.08669390963437	0.440995714127899	0.688078583909421
306	goethe_faustfragment_1790	0.52276	-0.12126	0.3071	0.80396	0.75162	0.76111	18435	14853	14853	10788	1	Belletristik	Drama	1790	Leipzig	s. e.	1.1013977402072	0.483103351725364	1.04388597341968
307	goethe_goetz_1773	0.34859	0.00217	0.15672	0.81901	0.65291	0.69456	35692	28308	28308	20363	1	Belletristik	Drama	1773	s. l.	Kays. Acad. der Wissenschaften	-0.583448424838858	1.39974280651463	-0.657968836839647
308	goethe_iphigenie_1787	0.56703	-0.09335	0.25577	0.88357	0.78259	0.81111	18050	15089	15089	10710	1	Belletristik	Drama	1787	Leipzig	Fleischer	1.52964680564091	0.690373927623999	0.46298287852268
309	goethe_leben01_1811	0.49492	-0.31457	0.38146	0.81726	0.7202	0.72678	79051	68657	68657	51705	12	Belletristik	(Auto)biographie	1811	Tübingen	Steiner;Weidmann und Reich	0.832085474978504	-0.952492313877115	1.88542024453874
310	goethe_leben02_1812	0.48866	-0.27906	0.39543	0.82222	0.71799	0.72572	87507	76031	76031	57586	3	Belletristik	(Auto)biographie	1812	Tübingen	Arnold	0.771528909593028	-0.688781165537432	2.0435191386691
311	goethe_leben03_1814	0.48664	-0.27614	0.39142	0.81997	0.71391	0.72007	80238	69557	69557	51852	3	Belletristik	(Auto)biographie	1814	Tübingen	Vaillant-Carmanne	0.751988292647555	-0.667096103494293	1.99813785266604
312	goethe_lehrjahre01_1795	0.53859	-0.19946	0.35952	0.8179	0.71889	0.78286	50439	43128	43128	32839	1	Belletristik	Roman	1795	Berlin	Unger	1.25453039676504	-0.0976404331285693	1.63712462984869
313	goethe_lehrjahre02_1795	0.53167	-0.19281	0.37962	0.82769	0.7121	0.78733	51443	44087	44087	33723	12	Belletristik	Roman	1795	Berlin	Zubrod	1.18758927336768	-0.0482549322426531	1.86459691131041
314	goethe_lehrjahre03_1795	0.49863	-0.15025	0.36741	0.82472	0.72507	0.77979	52207	45325	45325	35327	1	Belletristik	Roman	1795	Berlin	Literarisches Comptoir	0.867974429863507	0.267812273427211	1.72641598809411
315	goethe_lehrjahre04_1796	0.49589	-0.13248	0.35053	0.81573	0.71663	0.77984	74502	63411	63411	49794	23	Belletristik	Roman	1796	Berlin	Baumgärtner	0.841468840541429	0.399779243463713	1.53538453978198
316	goethe_metamorphose_1790	0.50916	-0.32058	0.25292	0.80818	0.66672	0.72909	11706	9997	9997	7140	144	Fachtext	Biologie	1790	Gotha	Weidmann	0.969837150871343	-0.997124924452206	0.430729346076616
317	goethe_torquato_1790	0.50859	-0.03847	0.30634	0.83402	0.76636	0.76027	30710	25608	25608	20113	1	Belletristik	Drama	1790	Leipzig	Reclam	0.964323214406532	1.09793427177725	1.03528503143407
318	goethe_wahlverw01_1809	0.4914	-0.16801	0.35018	0.78801	0.69755	0.75119	43705	37670	37670	28914	1	Belletristik	Roman	1809	Tübingen	Engelmann	0.798034498915106	0.135919567301817	1.53142357965703
319	goethe_wahlverw02_1809	0.49857	-0.17848	0.34059	0.8107	0.70445	0.77409	48515	41912	41912	32137	1	Belletristik	Roman	1809	Tübingen	Nicolai	0.86739401549879	0.0581652523731637	1.42289327223326
320	goethe_werther01_1774	0.38256	-0.03431	0.17697	0.80834	0.63247	0.67202	20545	17381	17381	13444	9	Belletristik	Roman	1774	Leipzig	Wigand	-0.254837158681571	1.12882805879761	-0.428799001038666
321	goethe_werther02_1774	0.38074	-0.01884	0.1265	0.8246	0.64532	0.70231	21446	17893	17893	13558	23	Belletristik	Roman	1774	Leipzig	Lentner	-0.272443061077988	1.24371432927958	-0.999969451057209
322	goetze_zeitvertreib01_1783	0.40767	-0.10105	0.24328	0.88298	0.75852	0.81504	38820	32544	32544	25696	65	Fachtext	Pädagogik	1783	Leipzig	Ketzel	-0.0119337470474982	0.633190716071885	0.321633187206421
323	goetze_zeitvertreib02_1783	0.46026	-0.12532	0.28139	0.84015	0.74395	0.79239	56320	46160	46160	36066	124	Fachtext	Pädagogik	1783	Leipzig	Springer	0.496799443626971	0.452952203816068	0.752925159669402
324	gotter_erbschleicher_1789	0.48019	-0.12819	0.34546	0.79005	0.72135	0.75869	39250	28582	28582	18595	9	Belletristik	Drama	1789	Leipzig	Vandenhoek und Ruprecht	0.689593748440475	0.431638461328462	1.47800720311478
325	gotthelf_sagen_1842	0.32583	-0.13566	0.16427	0.84749	0.74622	0.83018	45715	39395	39395	29555	10	Belletristik	Prosa	1842	Solothurn	Schultze	-0.803618940521515	0.376163319731801	-0.572525268429898
326	gottsched_versuch_1730	0.35309	-0.03104	0.17201	0.80751	0.64565	0.68507	223934	191656	191656	138057	268	Gebrauchsliteratur	Poetik	1730	Leipzig	Apel	-0.539917347485082	1.15311235772948	-0.484931464523746
327	grabbe_napoleon_1831	0.49627	-0.29174	0.26592	0.83664	0.74773	0.73383	49349	37709	37709	25099	41	Belletristik	Drama	1831	Frankfurt (Main)	Hartknoch	0.845144798184637	-0.782947804820653	0.577850722146381
328	gressel_grabgedichte_1716	0.41048	0.0314	0.10714	0.90126	0.76343	0.81471	125720	107226	107226	76831	106	Belletristik	Lyrik	1716	Hamburg;Leipzig	Neue Buchhandlung	0.0152489923667493	1.61681621867935	-1.21906713111187
329	griesinger_psychische_1845	0.26016	-0.12712	0.09219	0.83489	0.67822	0.76448	169567	144713	144713	94124	1104	Fachtext	Medizin	1845	Stuttgart	Cotta	-1.4388824627043	0.439584699816872	-1.3882567135921
330	grillparzer_diener_1830	0.47354	-0.22167	0.28099	0.84227	0.76313	0.73337	27681	20426	20426	14456	1	Belletristik	Drama	1830	Wien	Martini	0.625264489684339	-0.262580579696419	0.748398348098025
331	grillparzer_sappho_1819	0.50377	-0.23256	0.2595	0.86236	0.76206	0.74799	21970	16897	16897	11779	1	Belletristik	Drama	1819	Wien	Froberg	0.917696593774265	-0.343453978891551	0.505195396425774
332	grimm_maerchen01_1812	0.55741	-0.39264	0.36426	0.82771	0.7478	0.75261	125846	104457	104457	77974	390	Belletristik	Prosa	1812	Berlin	Gleditsch;Weidmann	1.43658703583128	-1.53227066788666	1.69076734696951
333	grimm_maerchen02_1815	0.56836	-0.38959	0.37165	0.7953	0.73806	0.73291	98936	82412	82412	61174	227	Belletristik	Prosa	1815	Berlin	Wiegandt, Hempel & Parey	1.54251265739214	-1.50962017499914	1.77440019075071
334	grimm_meistergesang_1811	0.4505	-0.36842	0.27585	0.77664	0.67918	0.68796	62715	52067	52067	36403	572	Fachtext	Philologie	1811	Göttingen	Stössel	0.402385373633003	-1.35240347518638	0.690228819405825
335	gruber_examen_1703	0.25114	-0.10767	0.1728	0.70963	0.73473	0.70875	140332	120201	120201	85446	149	Fachtext	Militär	1703	Leipzig	Rücker	-1.52613808886675	0.584028006919289	-0.475991011670275
336	guenther_voelkerrecht01_1787	0.42648	-0.22681	0.23891	0.8347	0.66367	0.72825	110844	92915	92915	55165	1540	Fachtext	Recht	1787	Altenburg	Gleditsch	0.170026156291289	-0.300752230005233	0.272177770789123
337	guenther_voelkerrecht02_1792	0.37227	-0.20843	0.19132	0.84723	0.6791	0.72238	137218	115315	115315	63762	1875	Fachtext	Recht	1792	Altenburg	Cotta	-0.354378222230541	-0.164255161391226	-0.266399635915502
338	gundling_discours_1733	0.23646	0.00079	0.18544	0.74075	0.60434	0.67635	258395	216598	216598	158611	1446	Fachtext	Historiographie	1733	Frankfurt (Main);Leipzig	Diederichs	-1.66814613676752	1.38949438678192	-0.33294376601475
339	gutsmuths_spiele_1796	0.46858	-0.26147	0.29363	0.80016	0.67882	0.73925	108125	90404	90404	64660	1838	Fachtext	Pädagogik	1796	Schnepfenthal	Groos	0.577283568867732	-0.55815094590085	0.89144559375355
340	gutzkow_charaktere_1835	0.52019	-0.37663	0.28818	0.8251	0.73705	0.72501	61212	52672	52672	36171	53	Belletristik	Prosa	1835	Hamburg	Reimarus	1.07653665825182	-1.41337414620493	0.829767786093533
341	gutzkow_wally_1835	0.49054	-0.30516	0.31746	0.82376	0.74208	0.73811	43287	36329	36329	26410	5	Belletristik	Roman	1835	Mannheim	Orell	0.789715226354161	-0.882609973525765	1.16113039311836
342	haeckel_plastidule_1876	0.46944	-0.30021	0.27615	0.70611	0.51916	0.66485	17471	15330	15330	9741	46	Fachtext	Biologie	1876	Berlin	Dieterich	0.585602841428676	-0.845849337527978	0.693623928084358
343	haeckel_weltraethsel_1899	0.51651	-0.28982	0.26694	0.73856	0.54052	0.69674	139116	115219	115219	70366	2020	Fachtext	Philosophie	1899	Bonn	Realschulbuchhandlung	1.04093791054918	-0.768689133888178	0.589394091653394
344	hagedorn_sammlung02_1744	0.49578	-0.10902	0.17412	0.79673	0.6404	0.70542	23519	19288	19288	12964	123	Belletristik	Lyrik	1744	Hamburg	Grund;Holle	0.840404747539448	0.574002378919892	-0.46105253348473
345	hagedorn_sammlung03_1752	0.55556	-0.08601	0.20035	0.8692	0.64167	0.69969	3507	2857	2857	1984	23	Belletristik	Lyrik	1752	Hamburg	Förster	1.41869092625251	0.744883638376274	-0.164206864691657
346	hahnemann_organon_1810	0.42195	-0.37939	0.27499	0.8392	0.72112	0.75909	40175	33978	33978	22846	311	Fachtext	Medizin	1810	Dresden	Fritsch	0.126204871755153	-1.43387098567036	0.680496174527364
347	haigold_russland01_1767	0.43146	-0.18094	0.2194	0.80418	0.58295	0.57916	48809	37040	37040	24597	2826	Fachtext	Historiographie	1767	Leipzig;Riga	Trewendt	0.218200548562801	0.03989633024093	0.051382536395191
348	haller_anfangsgruende01_1759	0.39392	-0.21971	0.1487	0.79791	0.57811	0.59456	316689	263021	263021	174433	4719	Fachtext	Medizin	1759	Berlin	Crusius	-0.144945372295149	-0.248024853119517	-0.748731408845763
349	haller_anfangsgruende02_1762	0.35729	-0.1958	0.12665	0.81599	0.60041	0.60523	271560	223347	223347	145796	5388	Fachtext	Medizin	1762	Berlin	Veit	-0.49928834195489	-0.0704598416635387	-0.998271896717942
350	haller_anfangsgruende03_1766	0.37792	-0.22124	0.12106	0.80798	0.58554	0.60476	259851	207368	207368	129166	5369	Fachtext	Medizin	1766	Berlin	Weidmann u. Reich	-0.299722536219688	-0.259387231518834	-1.06153408842794
351	haller_anfangsgruende04_1768	0.37809	-0.23146	0.12357	0.8069	0.59093	0.5993	247191	197702	197702	122884	5467	Fachtext	Medizin	1768	Berlin	Müller	-0.29807802885299	-0.335284948669821	-1.03312834581755
352	haller_anfangsgruende05_1772	0.36099	-0.20498	0.13056	0.81261	0.61018	0.61636	402970	323465	323465	198451	9720	Fachtext	Medizin	1772	Berlin	Lüderitz	-0.463496122797341	-0.138634112059435	-0.954022313607728
353	haller_anfangsgruende06_1774	0.37142	-0.22911	0.12058	0.8215	0.60565	0.61514	313946	252313	252313	142138	8057	Fachtext	Medizin	1774	Berlin	Voss	-0.362600759064032	-0.31783292955976	-1.06696626231359
354	haller_anfangsgruende07_1775	0.36669	-0.22694	0.11972	0.80352	0.59627	0.59458	393586	315872	315872	180802	9251	Fachtext	Medizin	1775	Berlin	Degen	-0.408356758149224	-0.301717660849619	-1.07669890719206
355	haller_anfangsgruende08_1776	0.37149	-0.21134	0.12478	0.80976	0.59999	0.60265	340495	277490	277490	172530	7385	Fachtext	Medizin	1776	Berlin	Mallinckrodt	-0.361923608971862	-0.185865959523259	-1.01943474081413
356	hamann_denkwuerdigkeiten_1759	0.42748	-0.07692	0.20008	0.83453	0.58643	0.61039	8236	7220	7220	5108	6	Fachtext	Philosophie	1759	Königsberg	Rösslin	0.179699729036572	0.81238953357221	-0.167262462502337
357	hanssen_grundfragen_1731	0.32677	0.02768	0.11499	0.81644	0.64287	0.68189	55151	47153	47153	33448	242	Gebrauchsliteratur	Theologie	1731	Hamburg;Lübeck	Engelmann	-0.794525782140949	1.58919004374768	-1.13022845402359
358	happel_roman_1690	0.28344	-0.03551	0.1438	0.77402	0.71173	0.74457	364034	303382	303382	212423	645	Belletristik	Roman	1690	Ulm	Wittich	-1.21368168919409	1.11991638946481	-0.804184850595136
359	hartmann_posten_1868	0.32056	-0.15059	0.09694	0.79838	0.62743	0.72048	102243	88022	88022	53274	1204	Fachtext	Geschichte	1868	Leipzig	Rhete	-0.85459866888916	0.265287300449586	-1.334500826182
360	hartwig_erziehung_1847	0.25102	-0.10274	0.14171	0.87677	0.70197	0.79062	37559	32789	32789	23206	68	Gebrauchsliteratur	Pädagogik	1847	Düsseldorf	Verlags-Magazin	-1.52729891759619	0.620640115094863	-0.827837441055583
